성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대,점수,신용
남성,1985,무응답,없슴,521,217,서울,36,매장 판매 종사자,중년,6.8,120
여성,1948,결혼,없슴,521,241.619016,광주/전남/전북/제주도,73,매장 판매 종사자,노년,6.8,95
남성,1989,무응답,있슴,521,241.619016,광주/전남/전북/제주도,32,매장 판매 종사자,중년,6,98
여성,1983,결혼,없슴,521,241.619016,광주/전남/전북/제주도,38,매장 판매 종사자,중년,7.3,126
남성,1967,결혼,있슴,521,241.619016,광주/전남/전북/제주도,54,매장 판매 종사자,중년,6,110
여성,1969,결혼,있슴,521,241.619016,광주/전남/전북/제주도,52,매장 판매 종사자,중년,7,110
여성,1984,결혼,없슴,521,241.619016,광주/전남/전북/제주도,37,매장 판매 종사자,중년,5.1,94
여성,1958,이혼,없슴,521,64.2,광주/전남/전북/제주도,63,매장 판매 종사자,노년,6.8,73
남성,1942,결혼,없슴,521,241.619016,광주/전남/전북/제주도,79,매장 판매 종사자,노년,6.5,108
여성,1941,결혼,없슴,521,241.619016,광주/전남/전북/제주도,80,매장 판매 종사자,노년,6.6,98
여성,1986,무응답,있슴,521,241.619016,광주/전남/전북/제주도,35,매장 판매 종사자,중년,7.2,116
남성,1961,결혼,없슴,521,241.619016,광주/전남/전북/제주도,60,매장 판매 종사자,노년,7,131
여성,1993,무응답,없슴,521,130,광주/전남/전북/제주도,28,매장 판매 종사자,청년,7,50
남성,1983,결혼,없슴,521,250,서울,38,매장 판매 종사자,중년,5.9,100
남성,1952,결혼,있슴,521,241.619016,광주/전남/전북/제주도,69,매장 판매 종사자,노년,5.4,85
여성,1955,결혼,있슴,521,241.619016,광주/전남/전북/제주도,66,매장 판매 종사자,노년,6.6,76
남성,1979,무응답,없슴,521,254,광주/전남/전북/제주도,42,매장 판매 종사자,중년,7,114
여성,1961,결혼,있슴,521,241.619016,광주/전남/전북/제주도,60,매장 판매 종사자,노년,6.5,111
여성,1973,결혼,없슴,521,241.619016,광주/전남/전북/제주도,48,매장 판매 종사자,중년,6.3,151
여성,1992,무응답,없슴,521,110,부산/경남/울산,29,매장 판매 종사자,청년,6.5,112
여성,1966,결혼,없슴,521,116.6,광주/전남/전북/제주도,55,매장 판매 종사자,중년,6.5,119
여성,1942,결혼,없슴,521,241.619016,광주/전남/전북/제주도,79,매장 판매 종사자,노년,5.8,48
여성,1944,결혼,있슴,521,241.619016,광주/전남/전북/제주도,77,매장 판매 종사자,노년,6.6,89
남성,1953,결혼,없슴,521,241.619016,광주/전남/전북/제주도,68,매장 판매 종사자,노년,5.4,107
여성,1960,결혼,없슴,521,241.619016,광주/전남/전북/제주도,61,매장 판매 종사자,노년,6.1,119
남성,1979,이혼,있슴,521,241.619016,광주/전남/전북/제주도,42,매장 판매 종사자,중년,4,86
남성,1970,이혼,없슴,521,290,대구/경북,51,매장 판매 종사자,중년,7.6,109
남성,1969,결혼,없슴,521,241.619016,대구/경북,52,매장 판매 종사자,중년,7.9,117
남성,1977,무응답,없슴,521,198,대구/경북,44,매장 판매 종사자,중년,5.3,92
여성,1978,결혼,있슴,521,241.619016,대구/경북,43,매장 판매 종사자,중년,6.6,82
여성,1972,결혼,있슴,521,208.3,대구/경북,49,매장 판매 종사자,중년,6.3,118
남성,1993,무응답,없슴,521,96,대구/경북,28,매장 판매 종사자,청년,7.5,119
여성,1966,결혼,없슴,521,160.8,대구/경북,55,매장 판매 종사자,중년,7.2,120
남성,1965,결혼,없슴,521,241.619016,대구/경북,56,매장 판매 종사자,중년,7,82
여성,1972,결혼,없슴,521,241.619016,대구/경북,49,매장 판매 종사자,중년,4.9,118
여성,1959,결혼,있슴,521,241.619016,대구/경북,62,매장 판매 종사자,노년,6.9,105
남성,1962,결혼,있슴,521,241.619016,대구/경북,59,매장 판매 종사자,중년,5.2,98
여성,1970,결혼,있슴,521,241.619016,대구/경북,51,매장 판매 종사자,중년,8.1,106
여성,1970,결혼,없슴,521,66,대구/경북,51,매장 판매 종사자,중년,6.6,100
남성,1965,결혼,없슴,521,241.619016,대구/경북,56,매장 판매 종사자,중년,6.2,95
여성,1982,결혼,없슴,521,241.619016,대구/경북,39,매장 판매 종사자,중년,7.2,95
남성,1937,결혼,없슴,521,241.619016,대구/경북,84,매장 판매 종사자,노년,7.3,110
여성,1939,결혼,있슴,521,241.619016,대구/경북,82,매장 판매 종사자,노년,6.7,132
남성,1970,무응답,있슴,521,343.7,대구/경북,51,매장 판매 종사자,중년,6.4,104
여성,1962,결혼,있슴,521,241.619016,대구/경북,59,매장 판매 종사자,중년,7.8,121
여성,1962,결혼,없슴,521,141,부산/경남/울산,59,매장 판매 종사자,중년,6.4,96
여성,1963,결혼,있슴,521,94,부산/경남/울산,58,매장 판매 종사자,중년,4.1,117
남성,1975,이혼,없슴,521,241.619016,부산/경남/울산,46,매장 판매 종사자,중년,4.1,100
여성,1955,결혼,없슴,521,241.619016,부산/경남/울산,66,매장 판매 종사자,노년,7.4,119
남성,1968,결혼,없슴,521,241.619016,부산/경남/울산,53,매장 판매 종사자,중년,5.8,110
남성,1975,결혼,없슴,521,241.619016,부산/경남/울산,46,매장 판매 종사자,중년,7.6,99
여성,1979,결혼,없슴,521,241.619016,부산/경남/울산,42,매장 판매 종사자,중년,7.2,89
남성,1965,이혼,있슴,521,241.619016,부산/경남/울산,56,매장 판매 종사자,중년,7.8,122
여성,1948,결혼,있슴,521,241.619016,부산/경남/울산,73,매장 판매 종사자,노년,7.7,85
여성,1958,무응답,있슴,521,216.7,부산/경남/울산,63,매장 판매 종사자,노년,6.4,90
여성,1968,결혼,있슴,521,241.619016,부산/경남/울산,53,매장 판매 종사자,중년,5.1,78
남성,1982,결혼,있슴,521,209,부산/경남/울산,39,매장 판매 종사자,중년,5.5,103
여성,1956,이혼,없슴,521,241.619016,광주/전남/전북/제주도,65,매장 판매 종사자,노년,7.4,120
여성,1975,결혼,없슴,521,241.619016,광주/전남/전북/제주도,46,매장 판매 종사자,중년,6,122
남성,1969,무응답,없슴,521,220.3,광주/전남/전북/제주도,52,매장 판매 종사자,중년,7.5,99
남성,1972,결혼,없슴,521,241.619016,서울,49,매장 판매 종사자,중년,7,95
여성,1988,결혼,없슴,521,175,서울,33,매장 판매 종사자,중년,7.5,104
여성,1979,결혼,없슴,521,224.7,서울,42,매장 판매 종사자,중년,7.3,106
여성,1991,무응답,없슴,521,241.619016,대전/충남,30,매장 판매 종사자,중년,5.7,105
여성,1947,무응답,없슴,521,241.619016,광주/전남/전북/제주도,74,매장 판매 종사자,노년,7.3,105
여성,1945,결혼,있슴,521,241.619016,대전/충남,76,매장 판매 종사자,노년,7.2,167
남성,1975,무응답,있슴,521,241.619016,대전/충남,46,매장 판매 종사자,중년,5.9,110
여성,1957,결혼,있슴,521,92,서울,64,매장 판매 종사자,노년,7.8,92
여성,1984,무응답,없슴,521,241.619016,대전/충남,37,매장 판매 종사자,중년,7.7,70
여성,1991,무응답,있슴,521,130,부산/경남/울산,30,매장 판매 종사자,중년,8.1,96
여성,1961,결혼,없슴,521,241.619016,서울,60,매장 판매 종사자,노년,6.6,92
남성,1942,결혼,있슴,521,241.619016,대구/경북,79,매장 판매 종사자,노년,7.1,100
여성,1942,결혼,있슴,521,241.619016,대구/경북,79,매장 판매 종사자,노년,5.9,88
여성,1962,이혼,있슴,521,241.619016,부산/경남/울산,59,매장 판매 종사자,중년,8,116
남성,1936,결혼,있슴,521,241.619016,부산/경남/울산,85,매장 판매 종사자,노년,4.6,80
여성,1942,결혼,있슴,521,241.619016,부산/경남/울산,79,매장 판매 종사자,노년,6.1,93
여성,1977,무응답,있슴,521,120,부산/경남/울산,44,매장 판매 종사자,중년,6.4,121
여성,1969,이혼,없슴,521,158,부산/경남/울산,52,매장 판매 종사자,중년,6,95
남성,1971,결혼,없슴,521,214.4,부산/경남/울산,50,매장 판매 종사자,중년,5.2,95
여성,1963,결혼,있슴,521,241.619016,부산/경남/울산,58,매장 판매 종사자,중년,7.6,106
여성,1998,무응답,있슴,521,241.619016,수도권,23,매장 판매 종사자,청년,6.4,74
여성,1977,결혼,있슴,521,241.619016,광주/전남/전북/제주도,44,매장 판매 종사자,중년,6.4,96
남성,1983,무응답,있슴,521,160,서울,38,매장 판매 종사자,중년,6.1,138
남성,1982,무응답,있슴,521,161.7,광주/전남/전북/제주도,39,매장 판매 종사자,중년,6.1,101
여성,1971,결혼,있슴,521,200,광주/전남/전북/제주도,50,매장 판매 종사자,중년,5.2,115
남성,1959,결혼,없슴,521,241.619016,부산/경남/울산,62,매장 판매 종사자,노년,7.7,89
여성,1938,무응답,있슴,521,241.619016,수도권,83,매장 판매 종사자,노년,7.3,68
남성,1968,무응답,없슴,521,241.619016,부산/경남/울산,53,매장 판매 종사자,중년,6.9,103
여성,1969,결혼,없슴,521,130,대구/경북,52,매장 판매 종사자,중년,8.5,99
남성,1968,무응답,있슴,521,241.619016,부산/경남/울산,53,매장 판매 종사자,중년,6.3,91
여성,1993,무응답,없슴,521,140,대구/경북,28,매장 판매 종사자,청년,5.9,100
남성,1942,결혼,있슴,521,241.619016,대구/경북,79,매장 판매 종사자,노년,7.8,105
남성,1994,무응답,없슴,521,212,광주/전남/전북/제주도,27,매장 판매 종사자,청년,6.7,83
여성,1973,결혼,없슴,521,241.619016,광주/전남/전북/제주도,48,매장 판매 종사자,중년,6.4,97
여성,1994,무응답,없슴,521,241.619016,광주/전남/전북/제주도,27,매장 판매 종사자,청년,5.9,104
여성,1974,결혼,있슴,521,100,서울,47,매장 판매 종사자,중년,6.6,117
남성,1973,결혼,없슴,521,241.619016,광주/전남/전북/제주도,48,매장 판매 종사자,중년,6.8,101
남성,1984,무응답,있슴,521,146.2,광주/전남/전북/제주도,37,매장 판매 종사자,중년,6.5,91
남성,1959,결혼,있슴,521,241.619016,광주/전남/전북/제주도,62,매장 판매 종사자,노년,6.6,112
여성,1948,결혼,있슴,521,241.619016,강원/충북,73,매장 판매 종사자,노년,5.8,81
남성,1979,무응답,있슴,521,300,서울,42,매장 판매 종사자,중년,6.9,82
남성,1943,무응답,없슴,521,241.619016,강원/충북,78,매장 판매 종사자,노년,7.1,160
남성,1970,무응답,없슴,521,121.7,강원/충북,51,매장 판매 종사자,중년,5.8,100
남성,1981,결혼,있슴,521,241.619016,부산/경남/울산,40,매장 판매 종사자,중년,7.2,122
여성,1967,결혼,없슴,521,35.4,대구/경북,54,매장 판매 종사자,중년,6,102
여성,1963,결혼,없슴,521,241.619016,수도권,58,매장 판매 종사자,중년,4.7,102
남성,1994,무응답,없슴,521,62.5,대구/경북,27,매장 판매 종사자,청년,5.2,78
여성,1968,결혼,없슴,521,233.3,대구/경북,53,매장 판매 종사자,중년,5.5,105
여성,1942,무응답,있슴,521,241.619016,대구/경북,79,매장 판매 종사자,노년,6.5,116
남성,1982,무응답,없슴,521,162.92,서울,39,매장 판매 종사자,중년,7,140
남성,1977,결혼,없슴,521,241.619016,대구/경북,44,매장 판매 종사자,중년,5.8,105
여성,1972,무응답,없슴,521,127,수도권,49,매장 판매 종사자,중년,6.2,97
남성,1972,무응답,있슴,521,220,수도권,49,매장 판매 종사자,중년,6.5,115
남성,1949,결혼,있슴,521,241.619016,대구/경북,72,매장 판매 종사자,노년,7.2,157
여성,1954,결혼,있슴,521,241.619016,대구/경북,67,매장 판매 종사자,노년,5.1,119
여성,1962,결혼,없슴,521,168,수도권,59,매장 판매 종사자,중년,4.7,133
남성,1974,결혼,없슴,521,470.3,서울,47,매장 판매 종사자,중년,5.9,94
여성,1965,결혼,없슴,521,140,수도권,56,매장 판매 종사자,중년,5.8,133
남성,1974,무응답,없슴,521,250,대전/충남,47,매장 판매 종사자,중년,7.2,88
여성,1949,결혼,없슴,521,241.619016,강원/충북,72,매장 판매 종사자,노년,6.2,94
여성,1957,결혼,있슴,521,241.619016,서울,64,매장 판매 종사자,노년,7.4,98
남성,1947,결혼,없슴,521,241.619016,서울,74,매장 판매 종사자,노년,5.7,126
여성,1951,결혼,없슴,521,241.619016,서울,70,매장 판매 종사자,노년,6.1,130
여성,1976,결혼,있슴,521,70,강원/충북,45,매장 판매 종사자,중년,6,97
남성,1980,결혼,있슴,521,241.619016,강원/충북,41,매장 판매 종사자,중년,6.9,86
남성,1962,결혼,없슴,521,241.619016,대전/충남,59,매장 판매 종사자,중년,6.5,107
여성,1958,결혼,없슴,521,241.619016,대전/충남,63,매장 판매 종사자,노년,5,104
남성,1961,결혼,없슴,773,241.619016,서울,60,건축마감관련 기능 종사자,노년,5.7,60
남성,1952,결혼,없슴,773,200,서울,69,건축마감관련 기능 종사자,노년,7,113
남성,1954,결혼,있슴,773,241.619016,서울,67,건축마감관련 기능 종사자,노년,5.1,90
남성,1957,결혼,없슴,773,309.6,서울,64,건축마감관련 기능 종사자,노년,5.3,120
남성,1974,결혼,없슴,773,247,서울,47,건축마감관련 기능 종사자,중년,4.4,70
남성,1955,결혼,있슴,773,241.619016,서울,66,건축마감관련 기능 종사자,노년,4.7,146
남성,1974,결혼,없슴,773,200,수도권,47,건축마감관련 기능 종사자,중년,6.7,101
남성,1963,결혼,있슴,773,241.619016,서울,58,건축마감관련 기능 종사자,중년,6.7,96
남성,1969,결혼,없슴,773,373.83,서울,52,건축마감관련 기능 종사자,중년,5.7,122
남성,1975,무응답,없슴,773,180,서울,46,건축마감관련 기능 종사자,중년,7.4,95
남성,1957,결혼,있슴,773,241.619016,서울,64,건축마감관련 기능 종사자,노년,6.1,91
남성,1958,무응답,있슴,773,241.619016,서울,63,건축마감관련 기능 종사자,노년,6.4,93
남성,1973,결혼,있슴,773,241.619016,서울,48,건축마감관련 기능 종사자,중년,6.2,127
남성,1968,무응답,없슴,773,241.619016,서울,53,건축마감관련 기능 종사자,중년,6.2,59
남성,1952,결혼,없슴,773,241.619016,서울,69,건축마감관련 기능 종사자,노년,5.9,107
남성,1961,결혼,있슴,773,241.619016,서울,60,건축마감관련 기능 종사자,노년,4,67
남성,1970,결혼,없슴,773,260,서울,51,건축마감관련 기능 종사자,중년,6.2,108
남성,1955,결혼,없슴,773,241.619016,서울,66,건축마감관련 기능 종사자,노년,4.6,116
남성,1951,무응답,없슴,773,174,서울,70,건축마감관련 기능 종사자,노년,6.4,124
남성,1972,이혼,없슴,773,241.619016,서울,49,건축마감관련 기능 종사자,중년,5.9,118
남성,1963,결혼,없슴,773,241.619016,부산/경남/울산,58,건축마감관련 기능 종사자,중년,5.1,87
남성,1971,결혼,있슴,773,241.619016,부산/경남/울산,50,건축마감관련 기능 종사자,중년,7.6,80
남성,1961,이혼,없슴,773,204,부산/경남/울산,60,건축마감관련 기능 종사자,노년,4.2,95
남성,1971,무응답,있슴,773,312,부산/경남/울산,50,건축마감관련 기능 종사자,중년,7.8,81
남성,1968,이혼,없슴,773,155,대구/경북,53,건축마감관련 기능 종사자,중년,5.8,112
남성,1972,무응답,있슴,773,175,대구/경북,49,건축마감관련 기능 종사자,중년,5.9,114
남성,1967,결혼,없슴,773,241.619016,대구/경북,54,건축마감관련 기능 종사자,중년,8.4,114
남성,1975,결혼,있슴,773,241.619016,광주/전남/전북/제주도,46,건축마감관련 기능 종사자,중년,4.8,94
남성,1964,이혼,없슴,773,150,수도권,57,건축마감관련 기능 종사자,중년,6.2,118
남성,1973,이혼,있슴,773,241.619016,수도권,48,건축마감관련 기능 종사자,중년,6.5,120
여성,1960,결혼,있슴,773,150,광주/전남/전북/제주도,61,건축마감관련 기능 종사자,노년,6.3,115
남성,1967,결혼,없슴,773,241.619016,광주/전남/전북/제주도,54,건축마감관련 기능 종사자,중년,3.3,94
남성,1962,결혼,없슴,773,241.619016,광주/전남/전북/제주도,59,건축마감관련 기능 종사자,중년,5.9,76
남성,1978,무응답,없슴,773,241.619016,광주/전남/전북/제주도,43,건축마감관련 기능 종사자,중년,5.8,93
남성,1958,결혼,없슴,773,241.619016,광주/전남/전북/제주도,63,건축마감관련 기능 종사자,노년,6.5,90
남성,1980,무응답,있슴,773,200,서울,41,건축마감관련 기능 종사자,중년,4.7,91
남성,1974,결혼,없슴,773,392.7,대전/충남,47,건축마감관련 기능 종사자,중년,4.1,99
여성,1978,결혼,없슴,773,184.3,대전/충남,43,건축마감관련 기능 종사자,중년,6.8,78
남성,1969,결혼,있슴,773,241.619016,부산/경남/울산,52,건축마감관련 기능 종사자,중년,6.2,92
남성,1956,결혼,없슴,773,180.5,수도권,65,건축마감관련 기능 종사자,노년,4.5,93
남성,1985,결혼,없슴,773,241.619016,수도권,36,건축마감관련 기능 종사자,중년,5.8,115
남성,1958,결혼,없슴,773,241.619016,수도권,63,건축마감관련 기능 종사자,노년,7.3,160
남성,1972,결혼,없슴,773,241.619016,수도권,49,건축마감관련 기능 종사자,중년,5.9,137
남성,1975,결혼,없슴,773,241.619016,수도권,46,건축마감관련 기능 종사자,중년,4.4,106
남성,1952,결혼,있슴,773,241.619016,수도권,69,건축마감관련 기능 종사자,노년,5.8,100
남성,1977,결혼,없슴,773,241.619016,수도권,44,건축마감관련 기능 종사자,중년,5.1,92
남성,1965,결혼,없슴,773,110,수도권,56,건축마감관련 기능 종사자,중년,6.9,84
남성,1962,결혼,없슴,773,241.619016,수도권,59,건축마감관련 기능 종사자,중년,6.2,77
남성,1960,결혼,없슴,773,241.619016,대전/충남,61,건축마감관련 기능 종사자,노년,6.9,100
남성,1972,결혼,없슴,773,400,수도권,49,건축마감관련 기능 종사자,중년,7.3,87
남성,1958,결혼,있슴,773,280,수도권,63,건축마감관련 기능 종사자,노년,7.1,108
여성,1958,결혼,있슴,773,61.6,수도권,63,건축마감관련 기능 종사자,노년,6,117
남성,1978,무응답,없슴,773,241.619016,수도권,43,건축마감관련 기능 종사자,중년,7,85
남성,1971,결혼,없슴,773,334,수도권,50,건축마감관련 기능 종사자,중년,6.8,97
남성,1968,이혼,없슴,773,284,수도권,53,건축마감관련 기능 종사자,중년,5.7,102
남성,1975,결혼,없슴,773,241.619016,수도권,46,건축마감관련 기능 종사자,중년,7.6,91
여성,1988,무응답,없슴,773,166.7,서울,33,건축마감관련 기능 종사자,중년,8.4,105
남성,1979,결혼,없슴,773,241.619016,강원/충북,42,건축마감관련 기능 종사자,중년,7.1,111
남성,1957,결혼,있슴,773,241.619016,강원/충북,64,건축마감관련 기능 종사자,노년,5.6,89
남성,1960,결혼,있슴,773,241.619016,강원/충북,61,건축마감관련 기능 종사자,노년,7,104
남성,1968,무응답,있슴,773,300,강원/충북,53,건축마감관련 기능 종사자,중년,8,100
남성,1962,결혼,있슴,773,278,강원/충북,59,건축마감관련 기능 종사자,중년,5.3,105
남성,1956,결혼,없슴,773,241.619016,대전/충남,65,건축마감관련 기능 종사자,노년,4.9,106
남성,1964,결혼,있슴,773,241.619016,대전/충남,57,건축마감관련 기능 종사자,중년,6.4,135
남성,1958,결혼,있슴,773,328,대전/충남,63,건축마감관련 기능 종사자,노년,7.4,120
남성,1968,결혼,있슴,773,470,대전/충남,53,건축마감관련 기능 종사자,중년,6.1,78
남성,1972,이혼,없슴,773,241.619016,광주/전남/전북/제주도,49,건축마감관련 기능 종사자,중년,6.5,88
남성,1953,결혼,없슴,773,241.619016,광주/전남/전북/제주도,68,건축마감관련 기능 종사자,노년,5.7,115
남성,1959,무응답,없슴,773,241.619016,광주/전남/전북/제주도,62,건축마감관련 기능 종사자,노년,5.1,103
남성,1981,결혼,없슴,773,241.619016,광주/전남/전북/제주도,40,건축마감관련 기능 종사자,중년,6.6,93
남성,1970,결혼,없슴,773,241.619016,광주/전남/전북/제주도,51,건축마감관련 기능 종사자,중년,6.5,93
남성,1969,결혼,없슴,773,241.619016,광주/전남/전북/제주도,52,건축마감관련 기능 종사자,중년,6.9,75
여성,1971,결혼,없슴,773,241.619016,광주/전남/전북/제주도,50,건축마감관련 기능 종사자,중년,7.8,106
남성,1954,결혼,있슴,773,241.619016,대구/경북,67,건축마감관련 기능 종사자,노년,6.4,125
남성,1974,결혼,없슴,773,436.3,부산/경남/울산,47,건축마감관련 기능 종사자,중년,7.6,123
남성,1973,이혼,있슴,773,150,부산/경남/울산,48,건축마감관련 기능 종사자,중년,5.6,108
남성,1988,무응답,없슴,773,560.58,부산/경남/울산,33,건축마감관련 기능 종사자,중년,6.2,124
남성,1964,결혼,있슴,773,241.619016,부산/경남/울산,57,건축마감관련 기능 종사자,중년,4.4,80
남성,1976,결혼,없슴,773,262,대구/경북,45,건축마감관련 기능 종사자,중년,5.6,127
남성,1956,결혼,없슴,773,112.5,수도권,65,건축마감관련 기능 종사자,노년,5.5,86
남성,1961,이혼,없슴,773,241.619016,수도권,60,건축마감관련 기능 종사자,노년,6.7,98
남성,1980,무응답,없슴,773,368,서울,41,건축마감관련 기능 종사자,중년,6.1,111
남성,1968,이혼,없슴,773,241.619016,대전/충남,53,건축마감관련 기능 종사자,중년,6.2,82
남성,1947,결혼,있슴,773,241.619016,서울,74,건축마감관련 기능 종사자,노년,7.3,85
남성,1958,결혼,없슴,773,200,서울,63,건축마감관련 기능 종사자,노년,6.6,105
남성,1956,이혼,없슴,773,241.619016,강원/충북,65,건축마감관련 기능 종사자,노년,8.2,89
여성,1986,무응답,없슴,314,170,서울,35,비서 및 사무 보조원,중년,6.4,123
여성,1985,무응답,없슴,314,120,서울,36,비서 및 사무 보조원,중년,6.4,97
여성,1973,결혼,없슴,314,100,서울,48,비서 및 사무 보조원,중년,5.2,114
여성,1977,결혼,없슴,314,140,서울,44,비서 및 사무 보조원,중년,6.5,94
여성,1984,결혼,없슴,314,195,서울,37,비서 및 사무 보조원,중년,7.1,104
여성,1992,무응답,있슴,314,135,수도권,29,비서 및 사무 보조원,청년,4.8,102
여성,1984,무응답,없슴,314,155,서울,37,비서 및 사무 보조원,중년,7.3,115
여성,1989,무응답,있슴,314,170,서울,32,비서 및 사무 보조원,중년,5.2,95
남성,1978,무응답,있슴,314,244.8,서울,43,비서 및 사무 보조원,중년,7.7,105
여성,1992,무응답,없슴,314,83,서울,29,비서 및 사무 보조원,청년,7.6,123
여성,1978,결혼,있슴,314,362.5,서울,43,비서 및 사무 보조원,중년,5.7,131
여성,1988,무응답,없슴,314,150,서울,33,비서 및 사무 보조원,중년,7,102
여성,1988,무응답,없슴,314,160,서울,33,비서 및 사무 보조원,중년,6,132
여성,1955,결혼,있슴,314,24,서울,66,비서 및 사무 보조원,노년,8.1,71
여성,1982,무응답,없슴,314,218,서울,39,비서 및 사무 보조원,중년,8,104
여성,1989,무응답,있슴,314,150,서울,32,비서 및 사무 보조원,중년,5.6,95
남성,1987,무응답,없슴,314,130,부산/경남/울산,34,비서 및 사무 보조원,중년,6.1,83
남성,1972,이혼,있슴,314,215,부산/경남/울산,49,비서 및 사무 보조원,중년,6.9,86
여성,1985,결혼,없슴,314,159,부산/경남/울산,36,비서 및 사무 보조원,중년,5.2,106
여성,1974,결혼,없슴,314,132,부산/경남/울산,47,비서 및 사무 보조원,중년,7,93
여성,1961,결혼,있슴,314,27.3,부산/경남/울산,60,비서 및 사무 보조원,노년,6.3,120
여성,1974,결혼,없슴,314,70,부산/경남/울산,47,비서 및 사무 보조원,중년,7,95
여성,1964,무응답,있슴,314,160,대구/경북,57,비서 및 사무 보조원,중년,5.3,127
남성,1952,결혼,있슴,314,165,대구/경북,69,비서 및 사무 보조원,노년,6.9,109
여성,1991,무응답,없슴,314,140,수도권,30,비서 및 사무 보조원,중년,6.2,101
여성,1961,결혼,없슴,314,80,수도권,60,비서 및 사무 보조원,노년,6.4,99
여성,1978,결혼,있슴,314,92,수도권,43,비서 및 사무 보조원,중년,6.4,95
여성,1995,무응답,있슴,314,22,수도권,26,비서 및 사무 보조원,청년,5.7,86
남성,1990,무응답,없슴,314,48,대전/충남,31,비서 및 사무 보조원,중년,6.1,92
여성,1995,무응답,없슴,314,30,대전/충남,26,비서 및 사무 보조원,청년,5.4,94
여성,1988,무응답,있슴,314,211,부산/경남/울산,33,비서 및 사무 보조원,중년,6.7,116
여성,1967,결혼,있슴,314,20,부산/경남/울산,54,비서 및 사무 보조원,중년,6.8,73
여성,1976,결혼,있슴,314,132.67,부산/경남/울산,45,비서 및 사무 보조원,중년,6,90
여성,1985,무응답,있슴,314,150,부산/경남/울산,36,비서 및 사무 보조원,중년,7.8,101
여성,1961,결혼,있슴,314,110,수도권,60,비서 및 사무 보조원,노년,5.3,117
남성,1988,무응답,있슴,314,120,수도권,33,비서 및 사무 보조원,중년,4.5,106
여성,1977,무응답,없슴,314,175,수도권,44,비서 및 사무 보조원,중년,5.4,108
여성,1991,무응답,없슴,314,207,수도권,30,비서 및 사무 보조원,중년,7.8,93
여성,1991,무응답,없슴,314,221,수도권,30,비서 및 사무 보조원,중년,7.2,106
여성,1991,무응답,없슴,314,155,수도권,30,비서 및 사무 보조원,중년,6.6,109
여성,1956,결혼,있슴,314,28,수도권,65,비서 및 사무 보조원,노년,7.6,97
여성,1976,결혼,없슴,314,108.4,수도권,45,비서 및 사무 보조원,중년,5.9,121
남성,1996,무응답,없슴,314,241.619016,수도권,25,비서 및 사무 보조원,청년,6.7,114
여성,1971,결혼,있슴,314,16,수도권,50,비서 및 사무 보조원,중년,7.7,97
여성,1992,무응답,없슴,314,40,강원/충북,29,비서 및 사무 보조원,청년,5.8,87
남성,1995,무응답,없슴,314,110,강원/충북,26,비서 및 사무 보조원,청년,5.4,105
여성,1975,결혼,없슴,314,177.7,강원/충북,46,비서 및 사무 보조원,중년,6.9,99
여성,1969,결혼,없슴,314,140.5,강원/충북,52,비서 및 사무 보조원,중년,7.7,88
여성,1962,결혼,있슴,314,24,강원/충북,59,비서 및 사무 보조원,중년,6.8,132
남성,1991,무응답,있슴,314,89,강원/충북,30,비서 및 사무 보조원,중년,6.4,114
여성,1969,이혼,있슴,314,198,강원/충북,52,비서 및 사무 보조원,중년,5.7,107
여성,1987,무응답,없슴,314,333.3,서울,34,비서 및 사무 보조원,중년,7.3,90
여성,1963,결혼,있슴,314,113,강원/충북,58,비서 및 사무 보조원,중년,6.8,104
여성,1979,결혼,있슴,314,0,광주/전남/전북/제주도,42,비서 및 사무 보조원,중년,6.3,82
여성,1978,결혼,있슴,314,463.33,광주/전남/전북/제주도,43,비서 및 사무 보조원,중년,5.9,72
여성,1981,이혼,없슴,314,115.41,대전/충남,40,비서 및 사무 보조원,중년,7.4,97
여성,1967,결혼,없슴,314,75,광주/전남/전북/제주도,54,비서 및 사무 보조원,중년,8.3,83
여성,1989,무응답,있슴,314,137.3,광주/전남/전북/제주도,32,비서 및 사무 보조원,중년,6.2,117
여성,1992,무응답,있슴,314,150,광주/전남/전북/제주도,29,비서 및 사무 보조원,청년,6.3,91
남성,1988,무응답,없슴,314,120,광주/전남/전북/제주도,33,비서 및 사무 보조원,중년,5.8,89
남성,1945,결혼,없슴,314,241.619016,광주/전남/전북/제주도,76,비서 및 사무 보조원,노년,7.5,111
여성,1983,무응답,없슴,314,241.619016,광주/전남/전북/제주도,38,비서 및 사무 보조원,중년,6.3,57
남성,1977,무응답,없슴,314,100,광주/전남/전북/제주도,44,비서 및 사무 보조원,중년,6.4,101
남성,1996,무응답,있슴,314,241.619016,광주/전남/전북/제주도,25,비서 및 사무 보조원,청년,7.2,103
여성,1986,무응답,없슴,314,189.9,광주/전남/전북/제주도,35,비서 및 사무 보조원,중년,6.3,124
여성,1965,결혼,없슴,314,241.619016,광주/전남/전북/제주도,56,비서 및 사무 보조원,중년,6.9,91
여성,1996,무응답,없슴,314,153.3,광주/전남/전북/제주도,25,비서 및 사무 보조원,청년,6.6,84
여성,1965,결혼,있슴,314,227,대구/경북,56,비서 및 사무 보조원,중년,6,84
여성,1995,무응답,없슴,314,112,대구/경북,26,비서 및 사무 보조원,청년,7.5,111
